name,price,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,link_image
Intel Core i9-10850KA Avengers Limited Edition,,10,3.6,5.2,Comet Lake,125,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/51eHNGHFMXL._AC_SX466_.jpg
AMD FX-8320E,,8,3.2,4.0,Piledriver,95,,https://m.media-amazon.com/images/I/61qyziLvREL._AC_SX466_.jpg
Intel Xeon E5-1650 V3,,6,3.5,3.8,Haswell,140,,https://m.media-amazon.com/images/I/71vBhRHWklL._AC_SY679_.jpg
Intel Celeron G4900,48.59,2,3.1,,Coffee Lake,65,Intel UHD Graphics 610,https://m.media-amazon.com/images/I/91GaNX1hF2L._AC_SX466_.jpg
Intel Xeon E-2286G,627.61,6,4.0,4.9,Coffee Lake Refresh,95,Intel HD Graphics P630,https://m.media-amazon.com/images/I/51eHNGHFMXL._AC_SX466_.jpg
Intel Core i7-960,150.0,4,3.2,,Nehalem,130,,https://m.media-amazon.com/images/I/61pskHRSN2L._AC_SX466_.jpg
Intel Xeon E3-1230 V3,309.0,4,3.3,3.7,Haswell,80,,https://m.media-amazon.com/images/I/41c4Ai1TO4L._AC_.jpg
Intel Xeon E3-1241 V3,298.0,4,3.5,3.9,Haswell Refresh,80,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Core i9-9960X,999.99,16,3.1,4.4,Skylake,165,,https://m.media-amazon.com/images/I/81HeBPDihfL._AC_SX466_.jpg
AMD Phenom II X6 1055T,199.99,6,2.8,,K10,125,,https://m.media-amazon.com/images/I/61sHfrB-RUL._AC_SX466_.jpg
Intel Pentium G3220,,2,3.0,,Haswell,54,Intel HD Graphics,https://m.media-amazon.com/images/I/71MXk83zFTL._AC_SX466_.jpg
AMD A6-7400K,89.98,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),https://m.media-amazon.com/images/I/91MGhbEkUFL._AC_SX466_.jpg
Intel Core i5-6600,,4,3.3,3.9,Skylake,65,Intel HD Graphics 530,https://m.media-amazon.com/images/I/91oQbOQH0JL._AC_SX466_.jpg
AMD Threadripper 2990WX,,32,3.0,4.2,Zen+,250,,https://m.media-amazon.com/images/I/71l3hGv+A1L._AC_SX466_.jpg
Intel Core i7-2600S,99.99,4,2.8,,Sandy Bridge,65,Intel HD Graphics 2000,https://m.media-amazon.com/images/I/41fjz3sTXOL._AC_.jpg
Intel Celeron 440,49.99,1,2.0,,Core,35,,https://m.media-amazon.com/images/I/71CZqIyCFNL._AC_SX466_.jpg
Intel Core i3-3250,90.0,2,3.5,,Ivy Bridge,55,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/51DK4MPFIWL._AC_.jpg
Intel Core i9-9900,,8,3.1,5.0,Coffee Lake Refresh,65,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/81eoV5SY8RL._AC_SX466_.jpg
Intel Xeon E5-2620 V3,127.98,6,2.4,3.2,Haswell,85,,https://m.media-amazon.com/images/I/61UphrtAv1L._AC_SX466_.jpg
Intel Xeon E5-2630 V2,488.88,6,2.6,3.1,Ivy Bridge,80,,https://m.media-amazon.com/images/I/416zTkxRD9L._AC_SX466_.jpg
Intel Xeon E5-2660 V4,399.0,14,2.0,3.2,Broadwell,105,,https://m.media-amazon.com/images/I/91s7dq7XAHL._AC_SX466_.jpg
Intel Core i5-8500,,6,3.0,4.1,Coffee Lake,65,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/91OeIuA2SBL._AC_SX466_.jpg
Intel Pentium G2020,34.99,2,2.9,,Ivy Bridge,55,Intel HD Graphics,https://m.media-amazon.com/images/I/612gMSEnxmL._AC_SX466_.jpg
Intel Core i5-3350P,,4,3.1,,Ivy Bridge,69,,https://m.media-amazon.com/images/I/51ugNYlDT1L._AC_SX466_.jpg
Intel Xeon E5-2667 V2,,8,3.3,4.0,Ivy Bridge,130,,https://m.media-amazon.com/images/I/61sc1TxfuXL._AC_SX466_.jpg
Intel Core i5-9500,,6,3.0,4.4,Coffee Lake Refresh,65,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/71KOqCznI3L._AC_SX466_.jpg
Intel Core 2 Extreme QX9775,1298.0,4,3.2,,Yorkfield,150,,https://m.media-amazon.com/images/I/21HGXS8tysL._AC_.jpg
AMD A10-6700,102.76,4,3.7,,Piledriver,65,Radeon HD 8670D,https://m.media-amazon.com/images/I/61SYNaWZKQL._AC_SX466_.jpg
AMD Athlon 220GE,,2,3.4,,Zen,35,Radeon Vega 3,https://m.media-amazon.com/images/I/61WQw1tIlvL._AC_SX466_.jpg
Intel Core i3-9350KF,136.06,4,4.0,4.6,Coffee Lake Refresh,91,,https://m.media-amazon.com/images/I/61kohX2+keL._AC_SX466_.jpg
Intel Core i7-7800X,389.95,6,3.5,4.0,Skylake,140,,https://m.media-amazon.com/images/I/711rWBe64VL._AC_SX466_.jpg
Intel Core i9-7900X,449.95,10,3.3,4.5,Skylake,140,,https://m.media-amazon.com/images/I/61GbKtxb57L._AC_SX466_.jpg
Intel Core i5-2400S,214.76,4,2.5,,Sandy Bridge,65,Intel HD Graphics 2000,https://m.media-amazon.com/images/I/81aSrbD4jXL._AC_SX466_.jpg
Intel Xeon E3-1275 V2,,4,3.5,,Ivy Bridge,77,Intel HD Graphics P4000,https://m.media-amazon.com/images/I/61aCZrwDgFL._AC_SX466_.jpg
Intel Pentium G2030,,2,3.0,,Ivy Bridge,55,Intel HD Graphics,https://m.media-amazon.com/images/I/51IBooZSaJL._AC_SX466_.jpg
Intel Xeon E5-2670,,8,2.6,3.3,Sandy Bridge,115,,https://m.media-amazon.com/images/I/71W4eJV51LL._AC_SX466_.jpg
Intel Xeon E5-2650 V3,,10,2.3,3.0,Haswell,105,,https://m.media-amazon.com/images/I/51nGIyY95IL._AC_SX466_.jpg
Intel Core i9-7980XE,,18,2.6,4.4,Skylake,165,,https://m.media-amazon.com/images/I/51AqEkc2BuL._AC_SX466_.jpg
AMD Phenom II X4 955 Black,,4,3.2,,K10,125,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
AMD A10-5800K,,4,3.8,,Piledriver,100,Radeon HD 7660D,https://m.media-amazon.com/images/I/31rjQAYSvTL._AC_.jpg
AMD FX-9590,,8,4.7,5.0,Piledriver,220,,https://m.media-amazon.com/images/I/61oPXi6DNAL._AC_SX466_.jpg
Intel Xeon E5-2650L V2,,10,1.7,2.1,Ivy Bridge,70,,https://m.media-amazon.com/images/I/51DLSVz23wL._AC_SX466_.jpg
Intel Xeon E5-2640 V3,,8,2.6,3.4,Haswell,90,,https://m.media-amazon.com/images/I/61sc1TxfuXL._AC_SX679_.jpg
Intel Core i5-7640X,188.88,4,4.0,4.2,Kaby Lake,112,,https://m.media-amazon.com/images/I/71tawqQ8L5L._AC_SX466_.jpg
AMD A6-9500,,2,3.5,3.8,Excavator,65,Radeon R5 (on die),https://m.media-amazon.com/images/I/71I-mdFHTVL._AC_SX466_.jpg
Intel Core 2 Quad Q9550,165.51,4,2.83,,Yorkfield,95,,https://m.media-amazon.com/images/I/41u-nVs0VfL._AC_SX466_.jpg
Intel Xeon E5-1680 V3,404.09,8,3.2,3.8,Haswell,140,,https://m.media-amazon.com/images/I/51pixUldu5L._AC_SX466_.jpg
AMD A12-9800E,142.82,4,3.1,3.8,Excavator,35,Radeon R7 (on-die),https://m.media-amazon.com/images/I/41bugggf+QL._AC_SX466_.jpg
Intel Core i3-9300,240.13,4,3.7,4.3,Coffee Lake Refresh,62,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/71utbcF8g8L._AC_SX466_.jpg
Intel Core i3-540,98.95,2,3.06,,Westmere,73,Intel HD Graphics,https://m.media-amazon.com/images/I/612CiSoSIyL._AC_SX466_.jpg
AMD Athlon II X2 250,,2,3.0,,K10,65,,https://m.media-amazon.com/images/I/41J8zS9CXJL._AC_SX466_.jpg
Intel Core i5-2300,,4,2.8,,Sandy Bridge,95,Intel HD Graphics 2000,https://m.media-amazon.com/images/I/61my+L5GsFL._AC_SX466_.jpg
AMD A6-3670K,,4,2.7,,Lynx,100,Radeon HD 6530D,https://m.media-amazon.com/images/I/31TMGKy7sVL._AC_.jpg
Intel Xeon E3-1240 V3,,4,3.4,3.8,Haswell,80,,https://m.media-amazon.com/images/I/71DsBKmiIJL._AC_SX466_.jpg
Intel Xeon E5-2695 V2,,12,2.4,3.2,Ivy Bridge,115,,https://m.media-amazon.com/images/I/51w4pKpKjjL._AC_.jpg
Intel Xeon E3-1270 V5,,4,3.6,4.0,Skylake,80,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
AMD A10-7890K,,4,4.1,4.3,Steamroller,95,Radeon R7 (on-die),"https://m.media-amazon.com/images/I/61oEmSysOUL._AC_SX466_PIbundle-5,TopRight,0,0_SH20_.jpg"
Intel Core i5-4460S,,4,2.9,3.4,Haswell Refresh,65,Intel HD Graphics 4000,https://m.media-amazon.com/images/I/81scYFwjo1L._AC_SX466_.jpg
AMD Ryzen 3 2200G,,4,3.5,3.7,Zen,65,Radeon Vega 8,https://m.media-amazon.com/images/I/81DdgQpbMqL._AC_SX466_.jpg
Intel Core i3-8300,,4,3.7,,Coffee Lake,62,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/818KAP71ZBL._AC_SX466_.jpg
Intel Core i3-8100T,,4,3.1,,Coffee Lake,35,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/818KAP71ZBL._AC_SX466_.jpg
Intel Core i7-9700T,,8,2.0,4.3,Coffee Lake Refresh,35,Intel HD Graphics 630,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Pentium G630,30.74,2,2.7,,Sandy Bridge,65,Intel HD Graphics,https://m.media-amazon.com/images/I/61NS-vYVk8L._AC_SX466_.jpg
Intel Xeon E5-2650L,129.94,8,1.8,2.3,Sandy Bridge,70,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Core i7-5930K,529.95,6,3.5,3.7,Haswell,140,,https://m.media-amazon.com/images/I/91i9PLJOdyL._AC_SX466_.jpg
AMD Athlon II X4 640,74.79,4,3.0,,K10,95,,https://m.media-amazon.com/images/I/71peXz8OgzL._AC_SX466_.jpg
Intel Core i5-2310,,4,2.9,,Sandy Bridge,95,Intel HD Graphics 2000,https://m.media-amazon.com/images/I/51ugNYlDT1L._AC_SX466_.jpg
AMD FX-9370,216.59,8,4.4,4.7,Piledriver,220,,https://m.media-amazon.com/images/I/51INkLFVhmL._AC_SX466_.jpg
Intel Xeon E5-2650 V2,,8,2.6,3.4,Ivy Bridge,95,,https://m.media-amazon.com/images/I/71NuO5gzJAL._AC_SX466_.jpg
Intel Xeon E-2236,452.02,6,3.4,4.8,Coffee Lake Refresh,80,,https://m.media-amazon.com/images/I/51eHNGHFMXL._AC_SX466_.jpg
AMD A10-7870K,,4,3.9,4.1,Steamroller,95,Radeon R7 (on-die),https://m.media-amazon.com/images/I/41SP6Cw7d9L._AC_.jpg
Intel Core i7-4790T,149.88,4,2.7,3.9,Haswell Refresh,45,,https://m.media-amazon.com/images/I/51k9DlVz1QL._AC_.jpg
AMD A12-9800,,4,3.8,4.2,Excavator,65,Radeon R7 (on-die),https://m.media-amazon.com/images/I/71OYSne39sL._AC_SX466_.jpg
Intel Core 2 Quad Q8400,84.95,4,2.66,,Yorkfield,95,,https://m.media-amazon.com/images/I/71GXZD4v3XL._AC_SX466_.jpg
AMD FX-8120,,8,3.1,,Bulldozer,125,,https://m.media-amazon.com/images/I/9173zRFzX2L._AC_SX466_.jpg
Intel Xeon E3-1270 V2,,4,3.5,,Ivy Bridge,69,,https://m.media-amazon.com/images/I/81RM4-cT5+L._AC_SX466_.jpg
AMD Opteron 6378,,16,2.4,3.3,Piledriver,115,,https://m.media-amazon.com/images/I/21s-GZq1xaL._AC_.jpg
Intel Celeron G3900,39.0,2,2.8,,Skylake,51,Intel HD Graphics 510,https://m.media-amazon.com/images/I/61b3brw1JvL._AC_SX466_.jpg
AMD Athlon X4 950,,4,3.5,3.8,Excavator,65,,https://m.media-amazon.com/images/I/51cUiyVwnML._AC_SX466_.jpg
Intel Celeron 430,59.95,1,1.8,,Core,35,,https://m.media-amazon.com/images/I/51xEKLcKmeL._AC_SX466_.jpg
Intel Xeon E5-1650 V2,235.03,6,3.5,3.9,Ivy Bridge,130,,https://m.media-amazon.com/images/I/618BDFLRn3L._AC_SX466_.jpg
Intel Core i7-880,,4,3.06,,Nehalem,95,,https://m.media-amazon.com/images/I/61Gi1+999qL._AC_SX466_.jpg
Intel Core i5-3340,278.02,4,3.1,3.3,Ivy Bridge,77,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/61IrFcuSCeL._AC_SX466_.jpg
Intel Xeon E5-2690 V3,,12,2.6,3.5,Haswell,135,,https://m.media-amazon.com/images/I/81Qr8gcrrfL._AC_SX466_.jpg
AMD FX-8350,,8,4.0,,Piledriver,125,,https://m.media-amazon.com/images/I/614qlodNVuL._AC_SX466_.jpg
Intel Core i5-7600,,4,3.5,4.1,Kaby Lake,65,Intel HD Graphics 630,https://m.media-amazon.com/images/I/61Ncs8w2YNL._AC_SX466_.jpg
Intel Xeon E5-2650L V4,,14,1.7,2.5,Broadwell,65,,https://m.media-amazon.com/images/I/61Rcd4h3nGL._AC_SX466_.jpg
AMD Ryzen 7 2700,,8,3.2,4.1,Zen+,65,,https://m.media-amazon.com/images/I/51XoylGq9iL._AC_SX466_.jpg
Intel Core i5-9600K,,6,3.7,4.6,Coffee Lake Refresh,95,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/61izuBZSVOL._AC_SX466_.jpg
Intel Core i5-4590T,,4,2.0,,Haswell Refresh,35,Intel HD Graphics 4000,https://m.media-amazon.com/images/I/71DKlHSkLTL._AC_SX466_.jpg
Intel Pentium Gold G5400T,90.0,2,3.1,,Coffee Lake,35,Intel UHD Graphics 610,https://m.media-amazon.com/images/I/41T41Gt5bXL._AC_.jpg
Intel Xeon E5-2698 V3,,16,2.3,3.6,Haswell,135,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
AMD A6-9500E,,2,3.0,3.4,Excavator,35,Radeon R5 (on die),https://m.media-amazon.com/images/I/71I-mdFHTVL._AC_SX466_.jpg
Intel Celeron 420,,1,1.6,,Core,35,,https://m.media-amazon.com/images/I/41Zi99KNRkL._AC_SX466_.jpg
Intel Core 2 Duo E4300,75.0,2,1.8,,Core,65,,https://m.media-amazon.com/images/I/81olK6t67kL._AC_SX466_.jpg
Intel Core 2 Duo E8600,,2,3.33,,Wolfdale,65,,https://m.media-amazon.com/images/I/51bqULFfsnL._AC_.jpg
AMD Sempron 140,,1,2.7,,K10,45,,https://m.media-amazon.com/images/I/51FDTZJK11L._AC_.gif
AMD FX-8150,,8,3.6,,Bulldozer,125,,https://m.media-amazon.com/images/I/71axTNnvzgL._AC_SX466_.jpg
Intel Xeon E3-1220 V2,,4,3.1,,Ivy Bridge,69,,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Core i3-4330,,2,3.5,,Haswell,54,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/71TPTiYUg-L._AC_SX466_.jpg
Intel Xeon E3-1245 V3,,4,3.4,3.8,Haswell,84,Intel HD Graphics P4600,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Xeon E5-2687W V3,,10,3.1,3.5,Haswell,160,,https://m.media-amazon.com/images/I/61sc1TxfuXL._AC_SX466_.jpg
Intel Core i3-6100T,149.94,2,3.2,,Skylake,35,Intel HD Graphics 530,https://m.media-amazon.com/images/I/71TAF2Z73uL._AC_SX466_.jpg
Intel Xeon E5-2620 V4,,8,2.1,3.0,Broadwell,85,,https://m.media-amazon.com/images/I/716IebqZNEL._AC_SX466_.jpg
Intel Core i9-7940X,,14,3.1,4.4,Skylake,165,,https://m.media-amazon.com/images/I/61DzCZUwryL._AC_SX466_.jpg
Intel Core i9-9900X,,10,3.5,4.4,Skylake,165,,https://m.media-amazon.com/images/I/81xwZxY53TL._AC_SX466_.jpg
AMD Athlon 3000G (14nm),,2,3.5,,Zen,35,Radeon Vega 3,https://m.media-amazon.com/images/I/61THc9DLMCL._AC_SX466_.jpg
Intel Xeon E3-1220 V3,149.94,4,3.1,3.5,Haswell,80,,https://m.media-amazon.com/images/I/21t6zy0t4jL._AC_.jpg
AMD Athlon II X4 635,58.02,4,2.9,,K10,95,,https://m.media-amazon.com/images/I/619ix1tq0DL._AC_SX466_.jpg
Intel Core i7-980,356.02,6,3.333,,Westmere,130,,https://m.media-amazon.com/images/I/716gjmLvNuL._AC_SX466_.jpg
AMD FX-8370,317.33,8,4.0,4.3,Piledriver,125,,https://m.media-amazon.com/images/I/51B5tbV1fOL._AC_SX466_.jpg
Intel Core i7-6800K,189.95,6,3.4,3.6,Broadwell,140,,https://m.media-amazon.com/images/I/51AqEkc2BuL._AC_SX466_.jpg
Intel Pentium E2160,49.0,2,1.8,,Core,65,,https://m.media-amazon.com/images/I/71PZdJC-dEL._AC_SX466_.jpg
Intel Core i5-3450S,85.0,4,2.8,,Ivy Bridge,65,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/71l1+BfZyGL._AC_SX466_.jpg
Intel Xeon E3-1245 V6,435.16,4,3.7,4.1,Kaby Lake,73,Intel HD Graphics P630,https://m.media-amazon.com/images/I/61XxBEM+p2S._AC_SX466_.jpg
AMD Phenom II X4 945,,4,3.0,,K10,125,,https://m.media-amazon.com/images/I/A1f29N4TF4L._AC_SX466_.jpg
Intel Pentium E5300,86.24,2,2.6,,Wolfdale,65,,https://m.media-amazon.com/images/I/61GJdjEzDUL._AC_SX466_.jpg
Intel Core i7-930,148.72,4,2.8,,Nehalem,130,,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Core 2 Quad Q9300,219.0,4,2.5,,Yorkfield,95,,https://m.media-amazon.com/images/I/81U+dEh-UsL._AC_SX466_.jpg
AMD A8-5500,,4,3.2,,Piledriver,65,Radeon HD 7560D,https://m.media-amazon.com/images/I/21V-2UchAPL._AC_.jpg
AMD Athlon X2 370K,,2,4.2,,Piledriver,65,,https://m.media-amazon.com/images/I/41J8zS9CXJL._AC_SX466_.jpg
Intel Core i7-4790K,,4,4.0,4.4,Haswell Refresh,88,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/51k9DlVz1QL._AC_.jpg
Intel Core i5-4690K,,4,3.5,3.9,Haswell Refresh,88,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/81scYFwjo1L._AC_SX466_.jpg
Intel Xeon E3-1271 V3,,4,3.6,4.0,Haswell Refresh,80,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E5-1650,,6,3.2,3.8,Sandy Bridge,130,,https://m.media-amazon.com/images/I/71vBhRHWklL._AC_SY679_.jpg
Intel Xeon E5-2637 V3,,4,3.5,3.7,Haswell,135,,https://m.media-amazon.com/images/I/61smqx9iF0L._AC_SX466_.jpg
Intel Core i5-6400T,,4,2.2,2.8,Skylake,35,Intel HD Graphics 530,https://m.media-amazon.com/images/I/81Q27EKdiXL._AC_SX466_.jpg
Intel Xeon E3-1230 V6,,4,3.5,3.9,Kaby Lake,72,,https://m.media-amazon.com/images/I/41DCChaz-mL._AC_SX466_.jpg
Intel Core i5-9400,,6,2.9,4.1,Coffee Lake Refresh,65,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/81eoV5SY8RL._AC_SX466_.jpg
Intel Core i5-4690K,,4,3.5,3.9,Haswell Refresh,88,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/81scYFwjo1L._AC_SX466_.jpg
Intel Core i7-875K,180.0,4,2.93,,Nehalem,95,,https://m.media-amazon.com/images/I/21+InPVEH5L._AC_.jpg
AMD Phenom II X4 955,,4,3.2,,K10,125,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Celeron G440,,1,1.6,,Sandy Bridge,35,Intel HD Graphics,https://m.media-amazon.com/images/I/61MK1-o4adL._AC_SX466_.jpg
AMD A8-5600K,,4,3.6,,Piledriver,100,Radeon HD 7560D,https://m.media-amazon.com/images/I/21V-2UchAPL._AC_.jpg
AMD A6-5400K,,2,3.6,,Piledriver,65,Radeon HD 7540D,https://m.media-amazon.com/images/I/716PJmXKFlL._AC_SX466_.jpg
Intel Core i3-3210,159.0,2,3.2,,Ivy Bridge,55,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/51Xik7NRvJL._AC_SX466_.jpg
Intel Xeon E5-2670 V2,,10,2.5,3.3,Ivy Bridge,115,,https://m.media-amazon.com/images/I/71sl+c-OC0L._AC_SX466_.jpg
Intel Core i5-4440S,,4,2.8,3.3,Haswell,65,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/81WEfpuGtZL._AC_SX466_.jpg
AMD 3850,,4,1.3,,Jaguar,25,Radeon HD 8280,https://m.media-amazon.com/images/I/61dukbEGziL._AC_SX466_.jpg
Intel Core i3-4160,,2,3.6,,Haswell Refresh,54,Intel HD Graphics 4400,https://m.media-amazon.com/images/I/61cP8fjHkGL._AC_SX466_.jpg
Intel Core i5-7400T,78.02,4,2.4,3.0,Kaby Lake,35,Intel HD Graphics 630,https://m.media-amazon.com/images/I/91cp0DYMnPL._AC_SX466_.jpg
Intel Core i7-7700T,,4,2.9,3.8,Kaby Lake,35,Intel HD Graphics 630,https://m.media-amazon.com/images/I/61soBo5YaNL._AC_SX466_.jpg
Intel Xeon E-2278G,,8,3.4,5.0,Coffee Lake Refresh,80,Intel HD Graphics P630,https://m.media-amazon.com/images/I/51xN6DTyeqL._AC_SX466_.jpg
AMD Ryzen 3 1200 (12nm),,4,3.1,3.4,Zen+,65,,https://m.media-amazon.com/images/I/61L6qbhLx0L._AC_SX466_.jpg
AMD A10-5800K,78.02,4,3.8,,Piledriver,100,Radeon HD 7660D,https://m.media-amazon.com/images/I/31rjQAYSvTL._AC_.jpg
Intel Core i7-870,195.02,4,2.93,,Nehalem,95,,https://m.media-amazon.com/images/I/61Gi1+999qL._AC_SX466_.jpg
Intel Core 2 Quad Q9550S,259.64,4,2.83,,Yorkfield,65,,https://m.media-amazon.com/images/I/21Z9g1ifUoL._AC_.jpg
Intel Core i3-2100T,64.63,2,2.5,,Sandy Bridge,35,Intel HD Graphics 2000,https://m.media-amazon.com/images/I/715kSSuPuGL._AC_SX466_.jpg
Intel Xeon E5-2603 V3,135.0,6,1.6,,Haswell,85,,https://m.media-amazon.com/images/I/71rs3LGJufL._AC_SY679_.jpg
Intel Xeon E5-2609 V4,,8,1.7,,Broadwell,85,,https://m.media-amazon.com/images/I/710qNjG55FL._AC_SX466_.jpg
Intel Core 2 Quad Q6600,94.97,4,2.4,,Core,100,,https://m.media-amazon.com/images/I/51CJ6OTtJtL._AC_.jpg
Intel Core i3-550,129.94,2,3.2,,Westmere,73,Intel HD Graphics,https://m.media-amazon.com/images/I/917TJV2+6BL._AC_SX466_.jpg
AMD Phenom II X6 1075T,,6,3.0,,K10,95,,https://m.media-amazon.com/images/I/61sHfrB-RUL._AC_SX466_.jpg
AMD Phenom II X4 940 Black,,4,3.0,,K10,125,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Pentium E5800,,2,3.2,,Wolfdale,65,,https://m.media-amazon.com/images/I/61yvD6nnQPL._AC_SX466_.jpg
Intel Core i3-2130,92.0,2,3.4,,Sandy Bridge,65,Intel HD Graphics 2000,https://m.media-amazon.com/images/I/71CiU4GcgjL._AC_SX466_.jpg
Intel Pentium G3240,,2,3.1,,Haswell Refresh,53,Intel HD Graphics,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
AMD A4-7300,,2,3.8,4.0,Piledriver,65,Radeon HD 8470D,https://m.media-amazon.com/images/I/51wWlCoYv3L._AC_SX466_.jpg
Intel Xeon E3-1240 V5,,4,3.5,3.9,Skylake,80,,https://m.media-amazon.com/images/I/71DsBKmiIJL._AC_SX466_.jpg
AMD A10-7860k,,4,3.6,4.0,Steamroller,65,Radeon R7 (on-die),https://m.media-amazon.com/images/I/61xZbuti4pL._AC_SX466_.jpg
Intel Core i3-6098P,59.0,2,3.6,,Skylake,54,Intel HD Graphics 510,https://m.media-amazon.com/images/I/51Xik7NRvJL._AC_SX466_.jpg
Intel Xeon E3-1285 V6,989.95,4,4.1,4.5,Kaby Lake,79,Intel HD Graphics 630,https://m.media-amazon.com/images/I/414kbNNd3CL._AC_.jpg
AMD Athlon 200GE,,2,3.2,,Zen,35,Radeon Vega 3,https://m.media-amazon.com/images/I/61WQw1tIlvL._AC_SX466_.jpg
Intel Core i9-9940X,998.95,14,3.3,4.4,Skylake,165,,https://m.media-amazon.com/images/I/91YH5DjWbeL._AC_SX466_.jpg
Intel Celeron G4900,73.0,2,3.1,,Coffee Lake,65,Intel UHD Graphics 610,https://m.media-amazon.com/images/I/91GaNX1hF2L._AC_SX466_.jpg
Intel Xeon E5-4650,,8,2.7,3.3,Sandy Bridge,130,,https://m.media-amazon.com/images/I/71Wo8cw-sBL._AC_SY679_.jpg
AMD Athlon II X4 620,53.55,4,2.6,,K10,95,,https://m.media-amazon.com/images/I/51kwR86QpqL._AC_SX466_.jpg
Intel Xeon E3-1245 V2,315.0,4,3.4,,Ivy Bridge,77,Intel HD Graphics P4000,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Xeon E5-2687W V2,,8,3.4,4.0,Ivy Bridge,150,,https://m.media-amazon.com/images/I/41lY+-R6aTL._AC_SX466_.jpg
Intel Core i5-5675C,,4,3.1,3.6,Broadwell,65,Iris Pro Graphics 6200,https://m.media-amazon.com/images/I/41lg7-pS6JL._AC_SX466_.jpg
Intel Pentium E2140,99.0,2,1.6,,Core,65,,https://m.media-amazon.com/images/I/51-yIjgphqL._AC_SX466_.jpg
Intel Core 2 Duo E8400,98.95,2,3.0,,Wolfdale,65,,https://m.media-amazon.com/images/I/619sM5p4zeL._AC_SX466_.jpg
Intel Core i5-4690S,,4,3.2,3.9,Haswell Refresh,65,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/51vR+QxLRFL._AC_SX466_.jpg
AMD FX-4300,,4,3.8,,Piledriver,95,,https://m.media-amazon.com/images/I/81uNEDESDYL._AC_SX466_.jpg
Intel Pentium G3250,,2,3.2,,Haswell Refresh,53,Intel HD Graphics,https://m.media-amazon.com/images/I/71MXk83zFTL._AC_SX466_.jpg
Intel Core i5-6600T,179.95,4,2.7,3.5,Skylake,35,Intel HD Graphics 530,https://m.media-amazon.com/images/I/51+0jLAkQWL._AC_SX466_.jpg
Intel Xeon E3-1245 V5,,4,3.5,3.9,Skylake,80,Intel HD Graphics P530,https://m.media-amazon.com/images/I/71jSFrgBZBL._AC_SX466_.jpg
Intel Pentium G3260,,2,3.3,,Haswell Refresh,53,Intel HD Graphics,https://m.media-amazon.com/images/I/71X-L6qkRiL._AC_SX466_.jpg
Intel Xeon E-2176G,583.29,6,3.7,4.7,Coffee Lake,80,Intel HD Graphics P630,https://m.media-amazon.com/images/I/61h2EEStHWL._AC_SX466_.jpg
Intel Core 2 Duo E6400,74.9,2,2.13,,Core,65,,https://m.media-amazon.com/images/I/41w34SyzuFL._AC_.jpg
Intel Core i7-940,149.94,4,2.93,,Nehalem,130,,https://m.media-amazon.com/images/I/51seOKbqbcL._AC_SX466_.jpg
AMD Athlon II X4 630,52.6,4,2.8,,K10,95,,https://m.media-amazon.com/images/I/619ix1tq0DL._AC_SX466_.jpg
Intel Celeron G530,35.88,2,2.4,,Sandy Bridge,65,Intel HD Graphics,https://m.media-amazon.com/images/I/71e0U6QxPqL._AC_SX466_.jpg
